name,pos,snap_total,snap_percent,team,opp,week
Marcus Mariota,QB,61,1.0,ATL,LAR,2
Kyle Pitts,TE,57,0.93,ATL,LAR,2
Drake London,WR,50,0.82,ATL,LAR,2
Parker Hesse,TE,40,0.66,ATL,LAR,2
Cordarrelle Patterson,RB,36,0.59,ATL,LAR,2
Olamide Zaccheaus,WR,26,0.43,ATL,LAR,2
Tyler Allgeier,RB,19,0.31,ATL,LAR,2
Bryan Edwards,WR,16,0.26,ATL,LAR,2
Avery Williams,RB,15,0.25,ATL,LAR,2
Anthony Firkser,TE,13,0.21,ATL,LAR,2
KhaDarel Hodge,WR,12,0.2,ATL,LAR,2
Caleb Huntley,RB,3,0.05,ATL,LAR,2
Jared Bernhardt,WR,2,0.03,ATL,LAR,2
