name,pos,snap_total,snap_percent,team,opp,week
Patrick Mahomes,QB,58,0.91,KC,SF,7
Travis Kelce,TE,50,0.78,KC,SF,7
Mecole Hardman,WR,40,0.63,KC,SF,7
Noah Gray,TE,37,0.58,KC,SF,7
JuJu Smith-Schuster,WR,35,0.55,KC,SF,7
Marquez Valdes-Scantling,WR,35,0.55,KC,SF,7
Jerick McKinnon,RB,28,0.44,KC,SF,7
Jody Fortson,TE,22,0.34,KC,SF,7
Isiah Pacheco,RB,19,0.3,KC,SF,7
Clyde Edwards-Helaire,RB,17,0.27,KC,SF,7
Skyy Moore,WR,14,0.22,KC,SF,7
Justin Watson,WR,10,0.16,KC,SF,7
Marcus Kemp,WR,6,0.09,KC,SF,7
Chad Henne,QB,6,0.09,KC,SF,7
