name,pos,snap_total,snap_percent,team,opp,week
Russell Wilson,QB,80,1.0,DEN,TEN,10
Kendall Hinton,WR,77,0.96,DEN,TEN,10
Courtland Sutton,WR,74,0.93,DEN,TEN,10
Greg Dulcich,TE,71,0.89,DEN,TEN,10
Melvin Gordon,RB,43,0.54,DEN,TEN,10
Tyrie Cleveland,WR,27,0.34,DEN,TEN,10
Latavius Murray,RB,25,0.31,DEN,TEN,10
Jalen Virgil,WR,24,0.3,DEN,TEN,10
Eric Tomlinson,TE,21,0.26,DEN,TEN,10
Eric Saubert,TE,15,0.19,DEN,TEN,10
Chase Edmonds,RB,15,0.19,DEN,TEN,10
Montrell Washington,WR,7,0.09,DEN,TEN,10
Jerry Jeudy,WR,1,0.01,DEN,TEN,10
