name,pos,snap_total,snap_percent,team,opp,week
Taylor Heinicke,QB,62,1.0,WAS,ATL,12
Terry McLaurin,WR,51,0.82,WAS,ATL,12
Logan Thomas,TE,44,0.71,WAS,ATL,12
Jahan Dotson,WR,38,0.61,WAS,ATL,12
Curtis Samuel,WR,37,0.6,WAS,ATL,12
John Bates,TE,36,0.58,WAS,ATL,12
Brian Robinson,RB,30,0.48,WAS,ATL,12
Antonio Gibson,RB,26,0.42,WAS,ATL,12
Cole Turner,TE,20,0.32,WAS,ATL,12
Dyami Brown,WR,14,0.23,WAS,ATL,12
Cam Sims,WR,9,0.15,WAS,ATL,12
Jonathan Williams,RB,5,0.08,WAS,ATL,12
Alex Erickson,WR,0,0.0,WAS,ATL,12
