name,pos,snap_total,snap_percent,team,opp,week
Donovan Peoples-Jones,WR,72,1.0,CLE,CIN,14
Deshaun Watson,QB,71,0.99,CLE,CIN,14
David Njoku,TE,69,0.96,CLE,CIN,14
Amari Cooper,WR,62,0.86,CLE,CIN,14
David Bell,WR,49,0.68,CLE,CIN,14
Nick Chubb,RB,45,0.63,CLE,CIN,14
Kareem Hunt,RB,28,0.39,CLE,CIN,14
Michael Woods,WR,15,0.21,CLE,CIN,14
Demetric Felton,RB,9,0.13,CLE,CIN,14
Harrison Bryant,TE,8,0.11,CLE,CIN,14
Pharaoh Brown,TE,2,0.03,CLE,CIN,14
Jacoby Brissett,QB,1,0.01,CLE,CIN,14
Jerome Ford,RB,0,0.0,CLE,CIN,14
D'Ernest Johnson,RB,0,0.0,CLE,CIN,14
