name,pos,snap_total,snap_percent,team,opp,week
Russell Wilson,QB,60,1.0,DEN,CAR,12
Courtland Sutton,WR,56,0.93,DEN,CAR,12
Kendall Hinton,WR,55,0.92,DEN,CAR,12
Greg Dulcich,TE,52,0.87,DEN,CAR,12
Latavius Murray,RB,49,0.82,DEN,CAR,12
Brandon Johnson,WR,42,0.7,DEN,CAR,12
Eric Saubert,TE,12,0.2,DEN,CAR,12
Eric Tomlinson,TE,9,0.15,DEN,CAR,12
Montrell Washington,WR,7,0.12,DEN,CAR,12
Marlon Mack,RB,6,0.1,DEN,CAR,12
Andrew Beck,TE,4,0.07,DEN,CAR,12
Jalen Virgil,WR,4,0.07,DEN,CAR,12
Devine Ozigbo,RB,4,0.07,DEN,CAR,12
