name,pos,snap_total,snap_percent,team,opp,week
Matt Ryan,QB,72,1.0,IND,DAL,13
Michael Pittman,WR,67,0.93,IND,DAL,13
Jonathan Taylor,RB,59,0.82,IND,DAL,13
Parris Campbell,WR,56,0.78,IND,DAL,13
Alec Pierce,WR,51,0.71,IND,DAL,13
Kylen Granson,TE,41,0.57,IND,DAL,13
Mo Alie-Cox,TE,31,0.43,IND,DAL,13
Ashton Dulin,WR,20,0.28,IND,DAL,13
Jelani Woods,TE,15,0.21,IND,DAL,13
Deon Jackson,RB,8,0.11,IND,DAL,13
Mike Strachan,WR,6,0.08,IND,DAL,13
Zack Moss,RB,5,0.07,IND,DAL,13
