name,pos,snap_total,snap_percent,team,opp,week
Russell Wilson,QB,70,1.0,DEN,KC,17
Jerry Jeudy,WR,62,0.89,DEN,KC,17
Courtland Sutton,WR,57,0.81,DEN,KC,17
Latavius Murray,RB,42,0.6,DEN,KC,17
Chase Edmonds,RB,41,0.59,DEN,KC,17
Albert Okwuegbunam,TE,37,0.53,DEN,KC,17
Kendall Hinton,WR,33,0.47,DEN,KC,17
Eric Saubert,TE,24,0.34,DEN,KC,17
Eric Tomlinson,TE,23,0.33,DEN,KC,17
Brandon Johnson,WR,14,0.2,DEN,KC,17
Andrew Beck,TE,13,0.19,DEN,KC,17
Jalen Virgil,WR,4,0.06,DEN,KC,17
Marlon Mack,RB,0,0.0,DEN,KC,17
