name,pos,snap_total,snap_percent,team,opp,week
Marcus Mariota,QB,63,1.0,ATL,CAR,10
Kyle Pitts,TE,56,0.89,ATL,CAR,10
Drake London,WR,55,0.87,ATL,CAR,10
Olamide Zaccheaus,WR,48,0.76,ATL,CAR,10
Tyler Allgeier,RB,30,0.48,ATL,CAR,10
Damiere Byrd,WR,30,0.48,ATL,CAR,10
Cordarrelle Patterson,RB,24,0.38,ATL,CAR,10
Parker Hesse,TE,22,0.35,ATL,CAR,10
MyCole Pruitt,TE,12,0.19,ATL,CAR,10
Avery Williams,RB,9,0.14,ATL,CAR,10
Caleb Huntley,RB,9,0.14,ATL,CAR,10
KhaDarel Hodge,WR,8,0.13,ATL,CAR,10
Bryan Edwards,WR,6,0.1,ATL,CAR,10
