name,pos,snap_total,snap_percent,team,opp,week
Russell Wilson,QB,53,1.0,DEN,BAL,13
Kendall Hinton,WR,41,0.77,DEN,BAL,13
Greg Dulcich,TE,38,0.72,DEN,BAL,13
Latavius Murray,RB,36,0.68,DEN,BAL,13
Eric Tomlinson,TE,27,0.51,DEN,BAL,13
Eric Saubert,TE,26,0.49,DEN,BAL,13
Brandon Johnson,WR,25,0.47,DEN,BAL,13
Courtland Sutton,WR,23,0.43,DEN,BAL,13
Jerry Jeudy,WR,20,0.38,DEN,BAL,13
Mike Boone,RB,12,0.23,DEN,BAL,13
Montrell Washington,WR,8,0.15,DEN,BAL,13
Marlon Mack,RB,5,0.09,DEN,BAL,13
Jalen Virgil,WR,4,0.08,DEN,BAL,13
