name,pos,snap_total,snap_percent,team,opp,week
Desmond Ridder,QB,62,1.0,ATL,ARI,17
Drake London,WR,48,0.77,ATL,ARI,17
MyCole Pruitt,TE,40,0.65,ATL,ARI,17
Olamide Zaccheaus,WR,38,0.61,ATL,ARI,17
Parker Hesse,TE,36,0.58,ATL,ARI,17
Tyler Allgeier,RB,34,0.55,ATL,ARI,17
Cordarrelle Patterson,RB,31,0.5,ATL,ARI,17
Damiere Byrd,WR,19,0.31,ATL,ARI,17
KhaDarel Hodge,WR,15,0.24,ATL,ARI,17
Frank Darby,WR,11,0.18,ATL,ARI,17
Avery Williams,RB,10,0.16,ATL,ARI,17
Anthony Firkser,TE,9,0.15,ATL,ARI,17
Josh Ali,WR,7,0.11,ATL,ARI,17
