name,pos,snap_total,snap_percent,team,opp,week
Ryan Tannehill,QB,65,1.0,TEN,NYG,1
Robert Woods,WR,46,0.71,TEN,NYG,1
Geoff Swaim,TE,45,0.69,TEN,NYG,1
Nick Westbrook-Ikhine,WR,44,0.68,TEN,NYG,1
Derrick Henry,RB,44,0.68,TEN,NYG,1
Austin Hooper,TE,40,0.62,TEN,NYG,1
Kyle Philips,WR,31,0.48,TEN,NYG,1
Treylon Burks,WR,24,0.37,TEN,NYG,1
Dontrell Hilliard,RB,12,0.18,TEN,NYG,1
Chigoziem Okonkwo,TE,10,0.15,TEN,NYG,1
Hassan Haskins,RB,9,0.14,TEN,NYG,1
Cody Hollister,WR,8,0.12,TEN,NYG,1
Trenton Cannon,RB,0,0.0,TEN,NYG,1
