name,pos,snap_total,snap_percent,team,opp,week
Daniel Jones,QB,69,1.0,NYG,HOU,10
Saquon Barkley,RB,55,0.8,NYG,HOU,10
Darius Slayton,WR,55,0.8,NYG,HOU,10
Wan'Dale Robinson,WR,52,0.75,NYG,HOU,10
Lawrence Cager,TE,45,0.65,NYG,HOU,10
Isaiah Hodgins,WR,43,0.62,NYG,HOU,10
Kenny Golladay,WR,26,0.38,NYG,HOU,10
Chris Myarick,TE,16,0.23,NYG,HOU,10
Matt Breida,RB,14,0.2,NYG,HOU,10
Tanner Hudson,TE,11,0.16,NYG,HOU,10
Marcus Johnson,WR,4,0.06,NYG,HOU,10
Gary Brightwell,RB,0,0.0,NYG,HOU,10
Richie James,WR,0,0.0,NYG,HOU,10
