name,pos,snap_total,snap_percent,team,opp,week
Josh Allen,QB,59,1.0,BUF,NE,18
Dawson Knox,TE,48,0.81,BUF,NE,18
Gabe Davis,WR,47,0.8,BUF,NE,18
Stefon Diggs,WR,45,0.76,BUF,NE,18
Isaiah McKenzie,WR,33,0.56,BUF,NE,18
James Cook,RB,33,0.56,BUF,NE,18
Quintin Morris,TE,24,0.41,BUF,NE,18
Devin Singletary,RB,24,0.41,BUF,NE,18
Khalil Shakir,WR,15,0.25,BUF,NE,18
John Brown,WR,7,0.12,BUF,NE,18
Nyheim Hines,RB,3,0.05,BUF,NE,18
Taiwan Jones,RB,0,0.0,BUF,NE,18
