name,pos,snap_total,snap_percent,team,opp,week
Ryan Tannehill,QB,61,0.98,TEN,DEN,10
Robert Woods,WR,50,0.81,TEN,DEN,10
Nick Westbrook-Ikhine,WR,48,0.77,TEN,DEN,10
Austin Hooper,TE,38,0.61,TEN,DEN,10
Derrick Henry,RB,36,0.58,TEN,DEN,10
Treylon Burks,WR,35,0.56,TEN,DEN,10
Geoff Swaim,TE,33,0.53,TEN,DEN,10
Dontrell Hilliard,RB,26,0.42,TEN,DEN,10
Chigoziem Okonkwo,TE,20,0.32,TEN,DEN,10
Kevin Rader,TE,13,0.21,TEN,DEN,10
Cody Hollister,WR,9,0.15,TEN,DEN,10
Hassan Haskins,RB,2,0.03,TEN,DEN,10
Malik Willis,QB,1,0.02,TEN,DEN,10
CJ Board,WR,0,0.0,TEN,DEN,10
