name,pos,snap_total,snap_percent,team,opp,week
Ryan Tannehill,QB,39,0.7,TEN,BUF,2
Robert Woods,WR,37,0.66,TEN,BUF,2
Nick Westbrook-Ikhine,WR,34,0.61,TEN,BUF,2
Hassan Haskins,RB,28,0.5,TEN,BUF,2
Austin Hooper,TE,28,0.5,TEN,BUF,2
Geoff Swaim,TE,27,0.48,TEN,BUF,2
Derrick Henry,RB,26,0.46,TEN,BUF,2
Treylon Burks,WR,25,0.45,TEN,BUF,2
Cody Hollister,WR,19,0.34,TEN,BUF,2
Josh Gordon,WR,18,0.32,TEN,BUF,2
Malik Willis,QB,17,0.3,TEN,BUF,2
Chigoziem Okonkwo,TE,16,0.29,TEN,BUF,2
Kyle Philips,WR,13,0.23,TEN,BUF,2
Trenton Cannon,RB,0,0.0,TEN,BUF,2
