name,pos,snap_total,snap_percent,team,opp,week
Dak Prescott,QB,64,0.89,DAL,MIN,11
Noah Brown,WR,54,0.75,DAL,MIN,11
CeeDee Lamb,WR,47,0.65,DAL,MIN,11
Dalton Schultz,TE,46,0.64,DAL,MIN,11
Michael Gallup,WR,45,0.63,DAL,MIN,11
Tony Pollard,RB,39,0.54,DAL,MIN,11
Jake Ferguson,TE,36,0.5,DAL,MIN,11
Peyton Hendershot,TE,25,0.35,DAL,MIN,11
Ezekiel Elliott,RB,21,0.29,DAL,MIN,11
Sean McKeon,TE,15,0.21,DAL,MIN,11
Malik Davis,RB,13,0.18,DAL,MIN,11
Jalen Tolbert,WR,13,0.18,DAL,MIN,11
Cooper Rush,QB,8,0.11,DAL,MIN,11
KaVontae Turpin,WR,6,0.08,DAL,MIN,11
