name,pos,snap_total,snap_percent,team,opp,week
Mac Jones,QB,54,1.0,NE,BUF,13
Rhamondre Stevenson,RB,53,0.98,NE,BUF,13
DeVante Parker,WR,47,0.87,NE,BUF,13
Hunter Henry,TE,47,0.87,NE,BUF,13
Jakobi Meyers,WR,31,0.57,NE,BUF,13
Nelson Agholor,WR,30,0.56,NE,BUF,13
Tyquan Thornton,WR,21,0.39,NE,BUF,13
Kendrick Bourne,WR,20,0.37,NE,BUF,13
Jonnu Smith,TE,17,0.31,NE,BUF,13
Kevin Harris,RB,1,0.02,NE,BUF,13
Matthew Slater,WR,0,0.0,NE,BUF,13
Raleigh Webb,WR,0,0.0,NE,BUF,13
Pierre Strong,RB,0,0.0,NE,BUF,13
