name,pos,snap_total,snap_percent,team,opp,week
Deshaun Watson,QB,56,0.98,CLE,WAS,17
David Njoku,TE,53,0.93,CLE,WAS,17
Donovan Peoples-Jones,WR,49,0.86,CLE,WAS,17
Amari Cooper,WR,35,0.61,CLE,WAS,17
Nick Chubb,RB,32,0.56,CLE,WAS,17
Harrison Bryant,TE,30,0.53,CLE,WAS,17
Pharaoh Brown,TE,23,0.4,CLE,WAS,17
Michael Woods,WR,21,0.37,CLE,WAS,17
Kareem Hunt,RB,18,0.32,CLE,WAS,17
David Bell,WR,15,0.26,CLE,WAS,17
Jerome Ford,RB,7,0.12,CLE,WAS,17
Jaelon Darden,WR,2,0.04,CLE,WAS,17
Jacoby Brissett,QB,1,0.02,CLE,WAS,17
John Kelly,RB,0,0.0,CLE,WAS,17
D'Ernest Johnson,RB,0,0.0,CLE,WAS,17
