name,pos,snap_total,snap_percent,team,opp,week
Brett Rypien,QB,79,1.0,DEN,NYJ,7
Courtland Sutton,WR,72,0.91,DEN,NYJ,7
Jerry Jeudy,WR,70,0.89,DEN,NYJ,7
Greg Dulcich,TE,47,0.59,DEN,NYJ,7
KJ Hamler,WR,46,0.58,DEN,NYJ,7
Melvin Gordon,RB,40,0.51,DEN,NYJ,7
Eric Tomlinson,TE,35,0.44,DEN,NYJ,7
Latavius Murray,RB,31,0.39,DEN,NYJ,7
Andrew Beck,TE,20,0.25,DEN,NYJ,7
Eric Saubert,TE,15,0.19,DEN,NYJ,7
Mike Boone,RB,9,0.11,DEN,NYJ,7
Kendall Hinton,WR,7,0.09,DEN,NYJ,7
Montrell Washington,WR,3,0.04,DEN,NYJ,7
Tyrie Cleveland,WR,0,0.0,DEN,NYJ,7
