name,pos,snap_total,snap_percent,team,opp,week
Marcus Mariota,QB,57,1.0,ATL,WAS,12
Drake London,WR,49,0.86,ATL,WAS,12
Olamide Zaccheaus,WR,42,0.74,ATL,WAS,12
Parker Hesse,TE,35,0.61,ATL,WAS,12
Cordarrelle Patterson,RB,33,0.58,ATL,WAS,12
MyCole Pruitt,TE,32,0.56,ATL,WAS,12
Tyler Allgeier,RB,22,0.39,ATL,WAS,12
Damiere Byrd,WR,22,0.39,ATL,WAS,12
Anthony Firkser,TE,22,0.39,ATL,WAS,12
KhaDarel Hodge,WR,8,0.14,ATL,WAS,12
Avery Williams,RB,7,0.12,ATL,WAS,12
Caleb Huntley,RB,3,0.05,ATL,WAS,12
Feleipe Franks,TE,0,0.0,ATL,WAS,12
