name,pos,snap_total,snap_percent,team,opp,week
Joshua Dobbs,QB,74,0.99,TEN,JAX,18
Robert Woods,WR,64,0.85,TEN,JAX,18
Treylon Burks,WR,56,0.75,TEN,JAX,18
Derrick Henry,RB,56,0.75,TEN,JAX,18
Nick Westbrook-Ikhine,WR,43,0.57,TEN,JAX,18
Geoff Swaim,TE,41,0.55,TEN,JAX,18
Austin Hooper,TE,34,0.45,TEN,JAX,18
Chigoziem Okonkwo,TE,32,0.43,TEN,JAX,18
Hassan Haskins,RB,15,0.2,TEN,JAX,18
Chris Conley,WR,14,0.19,TEN,JAX,18
Racey McMath,WR,13,0.17,TEN,JAX,18
Jonathan Ward,RB,5,0.07,TEN,JAX,18
Kevin Rader,TE,3,0.04,TEN,JAX,18
Julius Chestnut,RB,0,0.0,TEN,JAX,18
