name,pos,snap_total,snap_percent,team,opp,week
Cole Kmet,TE,57,1.0,CHI,NYJ,12
Trevor Siemian,QB,57,1.0,CHI,NYJ,12
David Montgomery,RB,39,0.68,CHI,NYJ,12
Chase Claypool,WR,38,0.67,CHI,NYJ,12
Byron Pringle,WR,31,0.54,CHI,NYJ,12
Dante Pettis,WR,23,0.4,CHI,NYJ,12
Equanimeous St,WR,23,0.4,CHI,NYJ,12
Darrynton Evans,RB,18,0.32,CHI,NYJ,12
Darnell Mooney,WR,18,0.32,CHI,NYJ,12
Trevon Wesco,TE,13,0.23,CHI,NYJ,12
Velus Jones,WR,12,0.21,CHI,NYJ,12
Ryan Griffin,TE,2,0.04,CHI,NYJ,12
Trestan Ebner,RB,1,0.02,CHI,NYJ,12
