name,pos,snap_total,snap_percent,team,opp,week
Dak Prescott,QB,75,1.0,DAL,NYG,12
Dalton Schultz,TE,63,0.84,DAL,NYG,12
CeeDee Lamb,WR,60,0.8,DAL,NYG,12
Michael Gallup,WR,57,0.76,DAL,NYG,12
Tony Pollard,RB,44,0.59,DAL,NYG,12
Ezekiel Elliott,RB,38,0.51,DAL,NYG,12
Jake Ferguson,TE,36,0.48,DAL,NYG,12
Noah Brown,WR,34,0.45,DAL,NYG,12
Peyton Hendershot,TE,20,0.27,DAL,NYG,12
Sean McKeon,TE,17,0.23,DAL,NYG,12
Jalen Tolbert,WR,4,0.05,DAL,NYG,12
KaVontae Turpin,WR,2,0.03,DAL,NYG,12
Malik Davis,RB,0,0.0,DAL,NYG,12
