name,pos,snap_total,snap_percent,team,opp,week
Kyler Murray,QB,76,1.0,ARI,CAR,4
Marquise Brown,WR,71,0.93,ARI,CAR,4
Rondale Moore,WR,65,0.86,ARI,CAR,4
Zach Ertz,TE,62,0.82,ARI,CAR,4
James Conner,RB,50,0.66,ARI,CAR,4
Trey McBride,TE,32,0.42,ARI,CAR,4
Greg Dortch,WR,27,0.36,ARI,CAR,4
Maxx Williams,TE,23,0.3,ARI,CAR,4
Darrel Williams,RB,16,0.21,ARI,CAR,4
Andy Isabella,WR,14,0.18,ARI,CAR,4
Eno Benjamin,RB,11,0.14,ARI,CAR,4
Andre Baccellia,WR,6,0.08,ARI,CAR,4
Stephen Anderson,TE,3,0.04,ARI,CAR,4
Jonathan Ward,RB,0,0.0,ARI,CAR,4
