name,pos,snap_total,snap_percent,team,opp,week
Deshaun Watson,QB,63,0.98,CLE,PIT,18
Donovan Peoples-Jones,WR,59,0.92,CLE,PIT,18
David Njoku,TE,59,0.92,CLE,PIT,18
Amari Cooper,WR,58,0.91,CLE,PIT,18
Nick Chubb,RB,48,0.75,CLE,PIT,18
Michael Woods,WR,26,0.41,CLE,PIT,18
David Bell,WR,23,0.36,CLE,PIT,18
Harrison Bryant,TE,20,0.31,CLE,PIT,18
Kareem Hunt,RB,16,0.25,CLE,PIT,18
Pharaoh Brown,TE,6,0.09,CLE,PIT,18
Jaelon Darden,WR,1,0.02,CLE,PIT,18
Jacoby Brissett,QB,1,0.02,CLE,PIT,18
Jerome Ford,RB,0,0.0,CLE,PIT,18
D'Ernest Johnson,RB,0,0.0,CLE,PIT,18
