name,pos,snap_total,snap_percent,team,opp,week
Kyler Murray,QB,83,1.0,ARI,LAR,3
Marquise Brown,WR,79,0.95,ARI,LAR,3
Zach Ertz,TE,77,0.93,ARI,LAR,3
Greg Dortch,WR,67,0.81,ARI,LAR,3
James Conner,RB,50,0.6,ARI,LAR,3
Andy Isabella,WR,32,0.39,ARI,LAR,3
AJ Green,WR,28,0.34,ARI,LAR,3
Andre Baccellia,WR,26,0.31,ARI,LAR,3
Eno Benjamin,RB,22,0.27,ARI,LAR,3
Darrel Williams,RB,14,0.17,ARI,LAR,3
Maxx Williams,TE,9,0.11,ARI,LAR,3
Stephen Anderson,TE,6,0.07,ARI,LAR,3
Trey McBride,TE,5,0.06,ARI,LAR,3
Jonathan Ward,RB,0,0.0,ARI,LAR,3
