name,pos,snap_total,snap_percent,team,opp,week
Malik Willis,QB,61,1.0,TEN,HOU,16
Robert Woods,WR,58,0.95,TEN,HOU,16
Treylon Burks,WR,50,0.82,TEN,HOU,16
Nick Westbrook-Ikhine,WR,46,0.75,TEN,HOU,16
Derrick Henry,RB,45,0.74,TEN,HOU,16
Austin Hooper,TE,30,0.49,TEN,HOU,16
Chigoziem Okonkwo,TE,28,0.46,TEN,HOU,16
Geoff Swaim,TE,24,0.39,TEN,HOU,16
Hassan Haskins,RB,15,0.25,TEN,HOU,16
Chris Conley,WR,5,0.08,TEN,HOU,16
Kevin Rader,TE,4,0.07,TEN,HOU,16
Julius Chestnut,RB,0,0.0,TEN,HOU,16
Jonathan Ward,RB,0,0.0,TEN,HOU,16
Racey McMath,WR,0,0.0,TEN,HOU,16
