name,pos,snap_total,snap_percent,team,opp,week
Jacoby Brissett,QB,73,1.0,CLE,ATL,4
David Njoku,TE,67,0.92,CLE,ATL,4
Amari Cooper,WR,62,0.85,CLE,ATL,4
Donovan Peoples-Jones,WR,61,0.84,CLE,ATL,4
Harrison Bryant,TE,49,0.67,CLE,ATL,4
Nick Chubb,RB,40,0.55,CLE,ATL,4
Kareem Hunt,RB,36,0.49,CLE,ATL,4
David Bell,WR,19,0.26,CLE,ATL,4
Anthony Schwartz,WR,11,0.15,CLE,ATL,4
Miller Forristall,TE,9,0.12,CLE,ATL,4
D'Ernest Johnson,RB,1,0.01,CLE,ATL,4
Demetric Felton,RB,0,0.0,CLE,ATL,4
Jerome Ford,RB,0,0.0,CLE,ATL,4
