name,pos,snap_total,snap_percent,team,opp,week
Patrick Mahomes,QB,52,0.88,KC,LV,18
JuJu Smith-Schuster,WR,43,0.73,KC,LV,18
Travis Kelce,TE,43,0.73,KC,LV,18
Marquez Valdes-Scantling,WR,35,0.59,KC,LV,18
Noah Gray,TE,34,0.58,KC,LV,18
Justin Watson,WR,30,0.51,KC,LV,18
Jerick McKinnon,RB,22,0.37,KC,LV,18
Isiah Pacheco,RB,21,0.36,KC,LV,18
Blake Bell,TE,18,0.31,KC,LV,18
Kadarius Toney,WR,18,0.31,KC,LV,18
Ronald Jones,RB,17,0.29,KC,LV,18
Ihmir Smith-Marsette,WR,9,0.15,KC,LV,18
Chad Henne,QB,7,0.12,KC,LV,18
