name,pos,snap_total,snap_percent,team,opp,week
Kirk Cousins,QB,62,1.0,MIN,GB,1
Adam Thielen,WR,59,0.95,MIN,GB,1
Justin Jefferson,WR,57,0.92,MIN,GB,1
Dalvin Cook,RB,48,0.77,MIN,GB,1
KJ Osborn,WR,42,0.68,MIN,GB,1
Johnny Mundt,TE,40,0.65,MIN,GB,1
Irv Smith,TE,19,0.31,MIN,GB,1
Ben Ellefson,TE,17,0.27,MIN,GB,1
Alexander Mattison,RB,14,0.23,MIN,GB,1
Jalen Nailor,WR,0,0.0,MIN,GB,1
Kene Nwangwu,RB,0,0.0,MIN,GB,1
Jalen Reagor,WR,0,0.0,MIN,GB,1
