name,pos,snap_total,snap_percent,team,opp,week
Daniel Jones,QB,73,1.0,NYG,CAR,2
David Sills,WR,67,0.92,NYG,CAR,2
Sterling Shepard,WR,64,0.88,NYG,CAR,2
Saquon Barkley,RB,61,0.84,NYG,CAR,2
Daniel Bellinger,TE,42,0.58,NYG,CAR,2
Richie James,WR,31,0.42,NYG,CAR,2
Kadarius Toney,WR,28,0.38,NYG,CAR,2
Tanner Hudson,TE,27,0.37,NYG,CAR,2
Chris Myarick,TE,23,0.32,NYG,CAR,2
Matt Breida,RB,11,0.15,NYG,CAR,2
Darius Slayton,WR,4,0.05,NYG,CAR,2
Antonio Williams,RB,2,0.03,NYG,CAR,2
Kenny Golladay,WR,2,0.03,NYG,CAR,2
Gary Brightwell,RB,1,0.01,NYG,CAR,2
