Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
94511-57439,QB,Patrick,Patrick Mahomes,Mahomes,20.90999984741211,4,9200,KC@MIN,KC,MIN,,,,,,QB
94511-85671,WR,Justin,Justin Jefferson,Jefferson,21.700000762939453,4,9200,KC@MIN,MIN,KC,,,,,,WR/FLEX
94511-33076,TE,Travis,Travis Kelce,Kelce,12,3,8789,KC@MIN,KC,MIN,,,,,,TE/FLEX
94511-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,10.774999618530273,4,8700,CIN@ARI,CIN,ARI,,,,,,WR/FLEX
94511-69531,QB,Jalen,Jalen Hurts,Hurts,21.190000534057617,4,8600,PHI@LAR,PHI,LAR,,,,,,QB
94511-79970,WR,Cooper,Cooper Kupp,Kupp,18.211110432942707,9,8500,PHI@LAR,LAR,PHI,,,,,,WR/FLEX
94511-72846,WR,A.J.,A.J. Brown,Brown,16.975000381469727,4,8200,PHI@LAR,PHI,LAR,,,,,,WR/FLEX
94511-103020,WR,Puka,Puka Nacua,Nacua,19,4,8000,PHI@LAR,LAR,PHI,,,,,,WR/FLEX
94511-104433,RB,Kyren,Kyren Williams,Williams,19.024999618530273,4,7800,PHI@LAR,LAR,PHI,,,,,,RB/FLEX
94511-91598,RB,D'Andre,D'Andre Swift,Swift,14.149999618530273,4,7700,PHI@LAR,PHI,LAR,,,,,,RB/FLEX
94511-22038,QB,Kirk,Kirk Cousins,Cousins,21.065000534057617,4,7600,KC@MIN,MIN,KC,,,,,,QB
94511-90576,WR,DeVonta,DeVonta Smith,Smith,12.850000381469727,4,7500,PHI@LAR,PHI,LAR,,,,,,WR/FLEX
94511-103564,WR,Garrett,Garrett Wilson,Wilson,11.25,4,7400,NYJ@DEN,NYJ,DEN,,,,,,WR/FLEX
94511-22015,QB,Russell,Russell Wilson,Wilson,19.889999389648438,4,7300,NYJ@DEN,DEN,NYJ,,,,,,QB
94511-52442,RB,Joe,Joe Mixon,Mixon,10.475000381469727,4,7000,CIN@ARI,CIN,ARI,,,,,,RB/FLEX
