name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating
Mike Evans,WR,TB,8,6,171,1,4.0,92,15.3,79,13.2,13.9,1,6.0,1,0.12,0,156.2
Cade Otton,TE,TB,6,6,41,0,1.0,24,4.0,17,2.8,4.0,2,3.0,0,0.0,0,95.1
Chris Godwin,WR,TB,8,5,58,0,2.0,45,9.0,13,2.6,10.5,0,0.0,0,0.0,0,84.4
Rachaad White,RB,TB,5,5,30,0,1.0,-11,-2.2,41,8.2,-2.2,1,5.0,0,0.0,0,91.7
David Wells,TE,TB,2,2,-10,0,1.0,1,0.5,-11,-5.5,0.5,1,2.0,0,0.0,0,79.2
Rakim Jarrett,WR,TB,1,1,7,0,0.0,7,7.0,0,0.0,7.0,0,0.0,0,0.0,0,95.8
Trey Palmer,WR,TB,2,1,20,0,1.0,16,16.0,4,4.0,19.0,0,0.0,0,0.0,0,85.4
