name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,week
Michael Pittman,WR,IND,12,8,56,0,4.0,26,3.3,30,3.8,5.6,0,0.0,0,0.0,0,77.1,2
Josh Downs,WR,IND,5,4,37,0,3.0,21,5.3,16,4.0,5.2,0,0.0,0,0.0,0,97.5,2
Zack Moss,RB,IND,4,4,19,0,0.0,0,0.0,19,4.8,0.0,0,0.0,0,0.0,0,86.5,2
Kylen Granson,TE,IND,4,3,16,1,2.0,1,0.3,15,5.0,2.5,0,0.0,1,0.25,0,120.8,2
Alec Pierce,WR,IND,2,2,28,0,1.0,23,11.5,5,2.5,11.5,0,0.0,0,0.0,0,118.7,2
Will Mallory,TE,IND,2,2,49,0,2.0,27,13.5,22,11.0,13.5,0,0.0,0,0.0,0,118.7,2
Mo Alie-Cox,TE,IND,1,1,15,0,1.0,-2,-2.0,17,17.0,-2.0,1,1.0,0,0.0,0,118.7,2
Isaiah McKenzie,WR,IND,1,1,7,0,0.0,-6,-6.0,13,13.0,-6.0,0,0.0,0,0.0,0,95.8,2
