name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,week
Nelson Agholor,WR,BAL,6,5,63,1,4.0,61,12.2,2,0.4,17.0,0,0.0,0,0.0,0,150.0,2
Mark Andrews,TE,BAL,8,5,45,1,3.0,25,5.0,20,4.0,5.3,0,0.0,1,0.12,0,117.2,2
Zay Flowers,WR,BAL,5,4,62,0,2.0,35,8.8,27,6.8,13.0,0,0.0,0,0.0,0,118.3,2
Rashod Bateman,WR,BAL,3,3,18,0,1.0,18,6.0,0,0.0,6.0,0,0.0,0,0.0,0,91.7,2
Odell Beckham,WR,BAL,4,3,29,0,2.0,22,7.3,7,2.3,9.8,0,0.0,0,0.0,0,94.8,2
Justice Hill,RB,BAL,3,3,12,0,0.0,-6,-2.0,18,6.0,-2.0,0,0.0,0,0.0,0,83.3,2
Isaiah Likely,TE,BAL,1,1,8,0,0.0,4,4.0,4,4.0,4.0,0,0.0,0,0.0,0,100.0,2
Devin Duvernay,WR,BAL,3,0,0,0,0.0,0,0.0,0,0.0,12.0,0,0.0,1,0.33,0,39.6,2
