name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,week
DJ Moore,WR,CHI,7,6,104,0,4.0,61,10.2,43,7.2,8.7,0,0.0,0,0.0,0,118.7,2
Cole Kmet,TE,CHI,6,4,38,0,2.0,17,4.3,21,5.3,8.5,0,0.0,0,0.0,0,84.0,2
Chase Claypool,WR,CHI,8,3,36,1,2.0,30,10.0,6,2.0,7.9,0,0.0,0,0.0,1,52.1,2
Roschon Johnson,RB,CHI,2,2,10,0,0.0,-5,-2.5,15,7.5,-2.5,1,2.0,0,0.0,0,87.5,2
Khalil Herbert,RB,CHI,3,1,23,0,1.0,-3,-3.0,26,26.0,-3.3,0,0.0,0,0.0,1,22.2,2
Robert Tonyan,TE,CHI,2,0,0,0,0.0,0,0.0,0,0.0,11.0,0,0.0,1,0.5,0,39.6,2
