name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating
Ja'Marr Chase,WR,CIN,9,5,39,0,3.0,20,4.0,19,3.8,9.9,1,5.0,0,0.0,0,66.4
Joe Mixon,RB,CIN,5,3,17,0,0.0,-6,-2.0,23,7.7,-2.6,0,0.0,1,0.2,0,66.2
Irv Smith,TE,CIN,5,3,17,0,0.0,9,3.0,8,2.7,0.4,0,0.0,1,0.2,0,66.2
Tyler Boyd,WR,CIN,3,2,10,0,0.0,9,4.5,1,0.5,2.7,0,0.0,0,0.0,0,71.5
Chris Evans,RB,CIN,1,1,-1,0,0.0,-1,-1.0,0,0.0,-1.0,0,0.0,0,0.0,0,79.2
Tee Higgins,WR,CIN,8,0,0,0,0.0,0,0.0,0,0.0,18.9,0,0.0,1,0.12,0,39.6
