name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating
Michael Pittman,WR,IND,11,8,97,1,4.0,49,6.1,48,6.0,6.6,0,0.0,0,0.0,0,129.7
Deon Jackson,RB,IND,6,5,14,0,0.0,-6,-1.2,20,4.0,-1.0,2,2.5,1,0.16,0,79.2
Kylen Granson,TE,IND,6,4,39,0,4.0,15,3.8,24,6.0,6.5,0,0.0,0,0.0,0,84.7
Josh Downs,WR,IND,7,3,30,0,1.0,7,2.3,23,7.7,2.9,0,0.0,1,0.14,0,55.7
Jake Funk,RB,IND,1,1,12,0,1.0,0,0.0,12,12.0,0.0,0,0.0,0,0.0,0,116.7
Evan Hull,RB,IND,1,1,6,0,0.0,3,3.0,3,3.0,3.0,0,0.0,0,0.0,0,91.7
Andrew Ogletree,TE,IND,2,1,20,0,1.0,15,15.0,5,5.0,14.0,0,0.0,0,0.0,0,85.4
Alec Pierce,WR,IND,3,1,5,0,1.0,4,4.0,1,1.0,7.3,0,0.0,0,0.0,0,42.4
Mo Alie-Cox,TE,IND,2,0,0,0,0.0,0,0.0,0,0.0,19.5,0,0.0,0,0.0,1,0.0
