name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating
Justin Jefferson,WR,MIN,13,11,159,0,9.0,123,11.2,36,3.3,10.4,1,11.0,0,0.0,0,117.6
TJ Hockenson,TE,MIN,8,7,66,2,4.0,32,4.6,34,4.9,6.9,1,7.0,0,0.0,0,140.6
Jordan Addison,WR,MIN,5,3,72,1,1.0,48,16.0,24,8.0,19.6,0,0.0,0,0.0,0,143.7
Alexander Mattison,RB,MIN,6,3,11,0,1.0,-6,-2.0,17,5.7,0.5,0,0.0,1,0.16,0,56.2
KJ Osborn,WR,MIN,6,3,34,1,3.0,21,7.0,13,4.3,9.7,0,0.0,2,0.33,0,106.9
Ty Chandler,RB,MIN,2,2,9,0,0.0,-5,-2.5,14,7.0,-2.5,1,2.0,0,0.0,0,85.4
Josh Oliver,TE,MIN,3,2,13,0,1.0,1,0.5,12,6.0,0.0,0,0.0,0,0.0,0,75.7
