name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,week
Christian Kirk,WR,JAX,14,11,110,0,6.0,62,5.6,48,4.4,5.5,1,11.0,1,0.07,0,99.4,2
Evan Engram,TE,JAX,8,6,57,0,4.0,3,0.5,54,9.0,3.5,1,6.0,1,0.12,0,94.3,2
Calvin Ridley,WR,JAX,8,2,32,0,2.0,29,14.5,3,1.5,9.1,0,0.0,1,0.12,0,43.7,2
Travis Etienne,RB,JAX,3,2,2,0,0.0,2,1.0,0,0.0,-1.3,0,0.0,0,0.0,0,70.1,2
D'Ernest Johnson,RB,JAX,1,1,9,0,1.0,5,5.0,4,4.0,5.0,0,0.0,0,0.0,0,104.2,2
Jamal Agnew,WR,JAX,1,1,5,0,1.0,5,5.0,0,0.0,5.0,0,0.0,0,0.0,0,87.5,2
Zay Jones,WR,JAX,6,0,0,0,0.0,0,0.0,0,0.0,14.0,0,0.0,0,0.0,0,39.6,2
