name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,week
Tyreek Hill,WR,MIA,9,5,40,1,5.0,30,6.0,10,2.0,14.1,1,5.0,1,0.11,1,64.4,2
Jaylen Waddle,WR,MIA,6,4,86,0,4.0,39,9.8,47,11.8,12.0,1,4.0,1,0.16,0,109.7,2
Salvon Ahmed,RB,MIA,3,3,28,0,1.0,-6,-2.0,34,11.3,-2.0,0,0.0,0,0.0,0,105.6,2
Durham Smythe,TE,MIA,3,3,23,0,1.0,19,6.3,4,1.3,6.3,0,0.0,0,0.0,0,98.6,2
River Cracraft,WR,MIA,2,2,34,0,2.0,20,10.0,14,7.0,10.0,0,0.0,0,0.0,0,118.7,2
Braxton Berrios,WR,MIA,3,2,28,0,2.0,19,9.5,9,4.5,10.3,0,0.0,1,0.33,0,96.5,2
Raheem Mostert,RB,MIA,1,1,6,0,0.0,-4,-4.0,10,10.0,-4.0,1,1.0,0,0.0,0,91.7,2
De'Von Achane,RB,MIA,1,1,4,0,0.0,3,3.0,1,1.0,3.0,0,0.0,0,0.0,0,83.3,2
Erik Ezukanma,WR,MIA,1,0,0,0,0.0,0,0.0,0,0.0,8.0,0,0.0,0,0.0,0,39.6,2
