name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating
Justin Jefferson,WR,MIN,12,9,150,0,5.0,83,9.2,67,7.4,9.6,0,0.0,0,0.0,0,116.7
TJ Hockenson,TE,MIN,9,8,35,0,3.0,22,2.8,13,1.6,3.6,0,0.0,0,0.0,0,82.9
Jordan Addison,WR,MIN,6,4,61,1,2.0,57,14.3,4,1.0,12.2,0,0.0,0,0.0,0,139.6
Alexander Mattison,RB,MIN,4,3,10,1,1.0,0,0.0,10,3.3,2.3,1,3.0,0,0.0,0,116.7
Josh Oliver,TE,MIN,3,3,32,0,2.0,13,4.3,19,6.3,4.3,0,0.0,0,0.0,0,111.1
KJ Osborn,WR,MIN,6,3,31,0,1.0,30,10.0,1,0.3,9.8,0,0.0,0,0.0,1,25.7
CJ Ham,RB,MIN,3,2,7,0,0.0,-2,-1.0,9,4.5,0.3,0,0.0,1,0.33,0,70.1
Ty Chandler,RB,MIN,1,1,18,0,1.0,-4,-4.0,22,22.0,-4.0,0,0.0,0,0.0,0,118.7
