name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,week
Kendrick Bourne,WR,NE,11,6,64,2,3.0,42,7.0,22,3.7,11.7,0,0.0,1,0.09,1,73.5,1
Rhamondre Stevenson,RB,NE,6,6,64,0,3.0,-5,-0.8,69,11.5,-0.8,1,6.0,0,0.0,0,111.1,1
Ezekiel Elliott,RB,NE,7,5,14,0,0.0,-14,-2.8,28,5.6,-3.6,2,2.5,0,0.0,0,74.1,1
Hunter Henry,TE,NE,6,5,56,1,5.0,49,9.8,7,1.4,10.3,0,0.0,1,0.16,0,145.1,1
Demario Douglas,WR,NE,7,4,40,0,2.0,32,8.0,8,2.0,11.9,0,0.0,0,0.0,0,73.5,1
JuJu Smith-Schuster,WR,NE,7,4,33,0,1.0,12,3.0,21,5.3,4.1,0,0.0,1,0.14,0,69.3,1
Mike Gesicki,TE,NE,3,3,36,0,3.0,12,4.0,24,8.0,4.0,0,0.0,0,0.0,0,116.7,1
Ty Montgomery,WR,NE,3,2,9,0,1.0,-2,-1.0,11,5.5,6.0,0,0.0,0,0.0,0,70.1,1
Kayshon Boutte,WR,NE,4,0,0,0,0.0,0,0.0,0,0.0,21.0,0,0.0,2,0.5,0,39.6,1
