name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating
Jaylen Warren,RB,PIT,6,4,66,0,2.0,-6,-1.5,72,18.0,-1.8,0,0.0,0,0.0,0,103.5
George Pickens,WR,PIT,10,4,127,1,3.0,58,14.5,69,17.3,10.2,0,0.0,0,0.0,1,81.2
Allen Robinson,WR,PIT,3,2,12,0,0.0,12,6.0,0,0.0,6.0,0,0.0,0,0.0,0,74.3
Najee Harris,RB,PIT,3,1,0,0,0.0,-3,-3.0,3,3.0,-0.3,1,1.0,1,0.33,0,42.4
Gunner Olszewski,WR,PIT,1,1,0,0,0.0,-1,-1.0,1,1.0,-1.0,0,0.0,0,0.0,0,79.2
Pat Freiermuth,TE,PIT,1,1,2,0,0.0,-3,-3.0,5,5.0,-3.0,0,0.0,0,0.0,0,79.2
Miles Boykin,WR,PIT,1,1,5,0,0.0,4,4.0,1,1.0,4.0,0,0.0,0,0.0,0,87.5
Calvin Austin,WR,PIT,4,1,10,0,1.0,10,10.0,0,0.0,15.8,0,0.0,1,0.25,0,39.6
