name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,week
Brandon Aiyuk,WR,SF,8,8,129,2,8.0,109,13.6,20,2.5,13.6,0,0.0,0,0.0,0,158.3,1
Deebo Samuel,WR,SF,7,5,55,0,3.0,44,8.8,11,2.2,10.4,0,0.0,0,0.0,0,94.3,1
George Kittle,TE,SF,6,3,19,0,1.0,4,1.3,15,5.0,5.2,0,0.0,1,0.16,0,56.9,1
Christian McCaffrey,RB,SF,5,3,17,0,1.0,9,3.0,8,2.7,2.4,0,0.0,0,0.0,0,66.2,1
Jauan Jennings,WR,SF,1,0,0,0,0.0,0,0.0,0,0.0,13.0,0,0.0,0,0.0,0,39.6,1
Elijah Mitchell,RB,SF,1,0,0,0,0.0,0,0.0,0,0.0,-8.0,0,0.0,1,1.0,0,39.6,1
