name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating
DeAndre Hopkins,WR,TEN,5,4,40,0,3.0,36,9.0,4,1.0,8.8,0,0.0,1,0.2,0,100.0
Chigoziem Okonkwo,TE,TEN,4,4,35,0,2.0,16,4.0,19,4.8,4.0,2,2.0,0,0.0,0,103.1
Treylon Burks,WR,TEN,4,3,76,0,1.0,61,20.3,15,5.0,21.3,0,0.0,0,0.0,0,116.7
Nick Westbrook-Ikhine,WR,TEN,3,3,25,1,2.0,23,7.7,2,0.7,7.7,0,0.0,0,0.0,0,141.0
Derrick Henry,RB,TEN,4,3,15,0,0.0,-6,-2.0,21,7.0,-3.5,0,0.0,0,0.0,0,80.2
Tyjae Spears,RB,TEN,2,2,6,0,0.0,4,2.0,2,1.0,2.0,0,0.0,0,0.0,0,79.2
Chris Moore,WR,TEN,1,1,49,0,1.0,49,49.0,0,0.0,49.0,0,0.0,0,0.0,0,118.7
Trevon Wesco,TE,TEN,1,0,0,0,0.0,0,0.0,0,0.0,4.0,0,0.0,1,1.0,0,39.6
