name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating
Hunter Henry,TE,NE,7,6,52,1,2.0,46,7.7,6,1.0,8.4,0,0.0,0,0.0,0,137.2
DeVante Parker,WR,NE,8,6,57,0,3.0,22,3.7,35,5.8,6.5,2,3.0,0,0.0,1,54.7
Mike Gesicki,TE,NE,6,5,33,0,0.0,24,4.8,9,1.8,11.7,0,0.0,0,0.0,0,89.6
JuJu Smith-Schuster,WR,NE,6,5,28,0,2.0,21,4.2,7,1.4,2.8,0,0.0,0,0.0,0,86.1
Kendrick Bourne,WR,NE,9,4,29,0,1.0,20,5.0,9,2.3,20.4,0,0.0,0,0.0,0,52.5
Rhamondre Stevenson,RB,NE,3,3,10,0,1.0,-3,-1.0,13,4.3,-1.0,0,0.0,0,0.0,0,80.6
Demario Douglas,WR,NE,2,2,19,0,1.0,1,0.5,18,9.0,0.5,0,0.0,0,0.0,0,106.2
Ty Montgomery,WR,NE,1,0,0,0,0.0,0,0.0,0,0.0,-6.0,0,0.0,0,0.0,0,39.6
