name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating
Michael Thomas,WR,NO,9,7,55,0,4.0,50,7.1,5,0.7,8.9,0,0.0,0,0.0,0,92.1
Chris Olave,WR,NO,11,6,86,0,3.0,72,12.0,14,2.3,12.3,0,0.0,0,0.0,1,42.2
Rashid Shaheed,WR,NO,4,4,63,0,3.0,45,11.3,18,4.5,11.3,2,2.0,0,0.0,0,118.7
Juwan Johnson,TE,NO,3,2,13,0,0.0,5,2.5,8,4.0,4.0,0,0.0,0,0.0,0,75.7
Foster Moreau,TE,NO,2,2,20,0,1.0,3,1.5,17,8.5,1.5,0,0.0,0,0.0,0,108.3
Taysom Hill,QB,NO,2,1,-1,0,0.0,-5,-5.0,4,4.0,-4.0,0,0.0,0,0.0,0,56.2
Tony Jones,RB,NO,2,0,0,0,0.0,0,0.0,0,0.0,-2.0,0,0.0,0,0.0,0,39.6
Keith Kirkwood,WR,NO,1,0,0,0,0.0,0,0.0,0,0.0,10.0,0,0.0,1,1.0,0,39.6
