name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,week
Stefon Diggs,WR,BUF,7,7,66,0,3.0,34,4.9,32,4.6,4.9,0,0.0,0,0.0,0,106.0,2
Gabe Davis,WR,BUF,7,6,92,1,6.0,61,10.2,31,5.2,10.9,0,0.0,0,0.0,0,158.3,2
Dalton Kincaid,TE,BUF,6,5,43,0,2.0,26,5.2,17,3.4,6.2,0,0.0,0,0.0,0,96.5,2
James Cook,RB,BUF,4,4,36,0,2.0,-4,-1.0,40,10.0,-1.0,0,0.0,0,0.0,0,104.2,2
Dawson Knox,TE,BUF,5,3,10,1,2.0,5,1.7,5,1.7,0.8,0,0.0,1,0.2,0,104.2,2
Deonte Harty,WR,BUF,3,2,4,0,0.0,-8,-4.0,12,6.0,3.0,0,0.0,0,0.0,0,70.1,2
Latavius Murray,RB,BUF,2,2,9,0,1.0,-2,-1.0,11,5.5,-1.0,0,0.0,0,0.0,0,85.4,2
Reggie Gilliam,RB,BUF,1,1,3,0,0.0,1,1.0,2,2.0,1.0,0,0.0,0,0.0,0,79.2,2
Khalil Shakir,WR,BUF,1,1,11,1,1.0,8,8.0,3,3.0,8.0,0,0.0,0,0.0,0,152.1,2
