name,pos,team,targets,rec,rec_yds,rec_td,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_broken_tackles_per_rec,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating
Roschon Johnson,RB,CHI,7,6,35,0,1.0,3,0.5,32,5.3,1.3,1,6.0,1,0.14,0,87.5
Cole Kmet,TE,CHI,7,5,44,0,2.0,15,3.0,29,5.8,3.3,0,0.0,0,0.0,0,87.8
Darnell Mooney,WR,CHI,7,4,53,1,3.0,47,11.8,6,1.5,8.1,0,0.0,1,0.14,1,81.2
Khalil Herbert,RB,CHI,5,3,37,0,3.0,2,0.7,35,11.7,-0.2,1,3.0,0,0.0,0,82.9
DJ Moore,WR,CHI,2,2,25,0,2.0,13,6.5,12,6.0,6.5,2,1.0,0,0.0,0,118.7
D'Onta Foreman,RB,CHI,3,2,8,0,0.0,2,1.0,6,3.0,0.3,0,0.0,0,0.0,0,70.1
Tyler Scott,WR,CHI,2,2,14,0,1.0,4,2.0,10,5.0,2.0,0,0.0,0,0.0,0,95.8
Chase Claypool,WR,CHI,2,0,0,0,0.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,0,39.6
Khari Blasingame,RB,CHI,1,0,0,0,0.0,0,0.0,0,0.0,3.0,0,0.0,0,0.0,0,39.6
